LC.type,LC.bodyId,c.weight,output.type,output.bodyId
LPLC4,5812990157,1,LPLC4,1718308979
LPLC4,5812990157,1,AVM11m_pct,1501392572
LPLC4,5812990157,1,LPLC4,1624747496
LPLC4,5812990157,1,,1437302815
LPLC4,5812990157,1,LPLC4,1624074309
LPLC4,5812990157,1,PVM01ov_pct,1594882312
LPLC4,5812990157,1,LPLC4,1563467433
LPLC4,5812990157,1,,1749434934
LPLC4,5812990157,1,PVL08y_pct,5812993576
LPLC4,5812990157,1,ADM01f_pct,706183871
LPLC4,5812990157,1,ADM03f_pct,1508274398
LPLC4,5812990157,1,PDM16f_c_pct,5813048646
LPLC4,5812990157,1,,2273583250
LPLC4,5812990157,2,PVL08c_pct,1470358604
LPLC4,5812990157,1,PVM01ov_pct,1533481571
LPLC4,5812990157,2,PDL12p_pct,915528488
LPLC4,5812990157,1,,1468782618
LPLC4,5812990157,1,PVL16h_pct,1501790467
LPLC4,5812990157,1,LPLC4,1813391435
LPLC4,5812990157,1,,1813473103
LPLC4,5812990157,2,,1348653495
LPLC4,5812990157,1,PVM01om_pct,1100404581
LPLC4,5812990157,1,LC22,5813033675
LPLC4,5812990157,1,LC29,1502748318
LPLC4,5812990157,2,LC22,1374438280
LPLC4,5812990157,3,ADM03ow_pct,945237807
LPLC4,5812990157,1,LPLC4,1528253194
LPLC4,5812990157,1,LPLC4,5901196898
LPLC4,5812990157,1,,1221457679
LPLC4,5812990157,1,,1343860874
LPLC4,5812990157,4,PVM01ou_pct,1565858686
LPLC4,5812990157,5,,1875284107
LPLC4,5812990157,1,PDM16f_c_pct,1037609552
LPLC4,5812990157,4,PDL09t_pct,1534798522
LPLC4,5812990157,7,PVM01ok_pct,1283190163
LPLC4,5812990157,2,PVM09c_pct,1407939124
LPLC4,5812990157,2,PVL15v_pct,884477487
LPLC4,5812990157,1,PVM03ob_pct,1070379357
LPLC4,5812990157,2,PVM01os_pct,1812696401
LPLC4,5812990157,4,,1006967204
LPLC4,5812990157,5,ADM11a_pct,1627030775
