LC.type,LC.bodyId,c.weight,output.type,output.bodyId
LC16,1319587003,1,LC16,1319579283
LC16,1319587003,1,,581599794
LC16,1319587003,1,AVM08i_pct,1290227332
LC16,1319587003,1,PVL10s_a_pct,5813056930
LC16,1319587003,1,AVL07op_pct,1381306709
LC16,1319587003,1,LC25,1382002299
LC16,1319587003,1,LC16,1319246910
LC16,1319587003,1,PDL13e_pct,577123102
LC16,1319587003,1,LC16,1319579391
LC16,1319587003,1,ADL02z_pct,5812983094
LC16,1319587003,3,LC16,1289233753
LC16,1319587003,1,LC16,1350613510
LC16,1319587003,1,AVL11b_pct,797442049
LC16,1319587003,1,,5813080753
LC16,1319587003,1,AVL07op_pct,1350612846
LC16,1319587003,1,LC16,1289233760
LC16,1319587003,2,LC16,1683440362
LC16,1319587003,1,AVL09v_pct,857793013
LC16,1319587003,1,LC16,1350937208
LC16,1319587003,1,AVL03n_pct,796056849
LC16,1319587003,1,LC16,1319583205
LC16,1319587003,2,LC16,1319928209
LC16,1319587003,1,LC16,1319583082
LC16,1319587003,1,LC16,1319927345
LC16,1319587003,2,PVL10u_pct,1381311623
LC16,1319587003,1,ADL14q_pct,5813048443
LC16,1319587003,1,PVL21b_pct,1043066007
LC16,1319587003,2,PDL09n_pct,1038938989
LC16,1319587003,4,,550573520
LC16,1319587003,1,ADL14m_a_pct,519909788
LC16,1319587003,1,LC16,1319591297
LC16,1319587003,2,PDM12m_pct,769263962
LC16,1319587003,1,LC16,1319587380
LC16,1319587003,1,AVL18s_pct,1288522544
LC16,1319587003,1,PVM09h_pct,1134107162
LC16,1319587003,1,LC16,1289574643
LC16,1319587003,2,LC16,1289238358
LC16,1319587003,1,PVL19a_pct,1104056135
LC16,1319587003,3,LC16,1288893454
LC16,1319587003,1,,1665766998
LC16,1319587003,1,,5813061112
LC16,1319587003,2,PVL10y_b_pct,1351667174
LC16,1319587003,1,PVL10q_b_pct,947172504
LC16,1319587003,1,PDL06w_pct,695465316
LC16,1319587003,2,LC16,1319591709
LC16,1319587003,1,ADL01ot_pct,1321564092
LC16,1319587003,2,LC16,1289238841
LC16,1319587003,5,,550577624
LC16,1319587003,1,ADM02g_pct,821344462
LC16,1319587003,1,PDL09r_pct,5813038177
LC16,1319587003,2,PVL02c_pct,1006146837
LC16,1319587003,3,LC16,1288897930
LC16,1319587003,1,LC16,1997498177
LC16,1319587003,1,LC16,1412989088
LC16,1319587003,4,AVL07c_pct,1289233728
LC16,1319587003,2,LC16,1289234133
LC16,1319587003,3,,767787456
LC16,1319587003,1,LC16,1505412068
LC16,1319587003,1,AVL13b_pct,1382308349
LC16,1319587003,1,,426494132
LC16,1319587003,2,LC16,1319928264
LC16,1319587003,1,,912601209
LC16,1319587003,1,ADL14e_pct,765021328
LC16,1319587003,3,,1351644908
LC16,1319587003,1,LC16,1288893609
LC16,1319587003,3,AVL03z_c_pct,797424771
LC16,1319587003,1,LC16,1289238970
LC16,1319587003,1,LC16,1319591563
LC16,1319587003,1,LC16,1319591480
LC16,1319587003,1,AVL07op_pct,1323015482
LC16,1319587003,1,LC16,1289239054
LC16,1319587003,2,LC16,1254037524
LC16,1319587003,2,ADL14m_c_pct,768806088
LC16,1319587003,1,ADL12n_pct,917527702
LC16,1319587003,1,LC16,1319919698
LC16,1319587003,4,LC16,1319919918
LC16,1319587003,4,ADL14m_c_pct,581599704
LC16,1319587003,1,ADL09e_pct,760306167
LC16,1319587003,2,LC16,1319923967
LC16,1319587003,2,,733649312
LC16,1319587003,2,ADL14p_pct,828826099
LC16,1319587003,1,LC16,1319915731
LC16,1319587003,1,LC16,5813133779
LC16,1319587003,1,LC16,1319915822
LC16,1319587003,5,ADL14m_d_pct,581603800
LC16,1319587003,1,LC16,1528926565
LC16,1319587003,2,AVL04ola,5813064410
LC16,1319587003,3,ADL14m_a_pct,828826327
LC16,1319587003,1,LC16,1289229674
LC16,1319587003,2,ADL14k_pct,605762571
LC16,1319587003,2,AVL13b_pct,1381997776
LC16,1319587003,5,LC16,1288897699
LC16,1319587003,1,LC16,1319586861
LC16,1319587003,3,LC16,1319591242
LC16,1319587003,6,PVL10t_a_pct,912290165
LC16,1319587003,1,,767787451
LC16,1319587003,2,LC16,1288893672
LC16,1319587003,3,LC16,1319591678
LC16,1319587003,4,PVL10t_b_pct,974027716
LC16,1319587003,2,LC16,1443682977
LC16,1319587003,23,ADL14s_pct,737093692
LC16,1319587003,1,LC25,1380957285
LC16,1319587003,6,PVL10t_a_pct,1289574568
LC16,1319587003,3,LC16,1319583148
LC16,1319587003,4,LC16,1317457971
LC16,1319587003,5,LC16,1350626363
LC16,1319587003,2,LC16,1319927827
LC16,1319587003,13,,426148655
LC16,1319587003,6,ADL17j_pct,457520471
LC16,1319587003,8,ADL14m_c_pct,5813075410
LC16,1319587003,3,,426489829
LC16,1319587003,4,PVL10t_a_pct,1381656679
LC16,1319587003,2,LC16,1319919610
LC16,1319587003,13,ADL14m_d_pct,612634432
LC16,1319587003,2,ADL14j_pct,889190744
LC16,1319587003,7,ADL14s_pct,736748242
LC16,1319587003,6,LC16,1289233847
LC16,1319587003,2,ADL14k_pct,575400910
LC16,1319587003,2,PVL10y_c_pct,1442708190
LC16,1319587003,35,ADL14s_pct,5813057854
LC16,1319587003,35,ADL14s_pct,737093754
LC16,1319587003,31,ADL14s_pct,798132291
LC16,1319587003,4,PVL10t_b_pct,1319583458
LC16,1319587003,22,ADL14s_pct,581262846
LC16,1319587003,5,ADL14k_pct,797796343
LC16,1319587003,3,LC16,1320273763
LC16,1319587003,22,ADL14s_pct,644001906
LC16,1254037524,1,AVL11i_pct,1196816048
LC16,1254037524,1,ADL12i_pct,765034172
LC16,1254037524,1,PVM09h_pct,1134107162
LC16,1254037524,1,LC16,1319915731
LC16,1254037524,1,LC16,1319919918
LC16,1254037524,1,LC16,1289238970
LC16,1254037524,1,LC16,1288893609
LC16,1254037524,1,PVLP001,1068885266
LC16,1254037524,1,LC16,1320263998
LC16,1254037524,1,PDL09r_pct,1289920105
LC16,1254037524,1,PVL10q_b_pct,947172504
LC16,1254037524,1,LC16,1319911391
LC16,1254037524,1,LC16,1319579283
LC16,1254037524,1,,1414366899
LC16,1254037524,2,PVL04a_a_pct,5813058350
LC16,1254037524,1,,728926409
LC16,1254037524,1,LC16,5813133779
LC16,1254037524,1,ADL12a_b_pct,950928506
LC16,1254037524,1,LC16,1350937208
LC16,1254037524,1,LC16,1319919608
LC16,1254037524,1,LC16,1319251041
LC16,1254037524,1,LC16,1443682977
LC16,1254037524,1,PDL09y_b_pct,1192744779
LC16,1254037524,1,LC16,1289238841
LC16,1254037524,2,AVL04ola,5813064410
LC16,1254037524,2,AVL19j_pct,1288889408
LC16,1254037524,1,AVL13w_pct,1074493547
LC16,1254037524,1,LC16,1289574643
LC16,1254037524,1,LC16,1444024342
LC16,1254037524,1,LC16,2000900137
LC16,1254037524,1,AVL07op_pct,1323015482
LC16,1254037524,1,AVL11b_pct,797442049
LC16,1254037524,1,AVL08e_pct,1259890841
LC16,1254037524,1,LC16,1319587380
LC16,1254037524,2,LC16,1288893672
LC16,1254037524,1,LC16,1288893591
LC16,1254037524,2,AVL09v_pct,857793013
LC16,1254037524,1,LC26,1376134899
LC16,1254037524,1,LC16,1412989266
LC16,1254037524,1,LC16,1319919814
LC16,1254037524,2,LC16,1350613510
LC16,1254037524,4,PVL10t_b_pct,1319583458
LC16,1254037524,1,LC16,1319578883
LC16,1254037524,2,LC16,1289239054
LC16,1254037524,1,LC16,1288897930
LC16,1254037524,3,AVL03n_pct,827086517
LC16,1254037524,3,LC16,1289233847
LC16,1254037524,2,LC16,1319919698
LC16,1254037524,2,ADL14k_pct,797796343
LC16,1254037524,2,LC16,1319583205
LC16,1254037524,1,LC16,1319591442
LC16,1254037524,1,ADL14p_pct,828826099
LC16,1254037524,4,LC16,1319591297
LC16,1254037524,1,LC16,1319583082
LC16,1254037524,1,PDL09oc_pct,1007550646
LC16,1254037524,1,AVL07c_pct,1289233728
LC16,1254037524,2,LC16,1289229700
LC16,1254037524,7,,550573520
LC16,1254037524,2,,426489829
LC16,1254037524,3,ADL14m_c_pct,768806088
LC16,1254037524,1,LC16,1351282553
LC16,1254037524,2,PVL10t_b_pct,974027716
LC16,1254037524,3,PVL10t_a_pct,1381656679
LC16,1254037524,1,AVL03le_pct,5812986217
LC16,1254037524,2,ADL12a_d_pct,1012298719
LC16,1254037524,5,LC16,1289229674
LC16,1254037524,4,ADL12g_pct,734352404
LC16,1254037524,2,LC16,1505412068
LC16,1254037524,1,AVL07c_pct,1320622829
