LC.bodyId,LC.type,output.bodyId,output.type,X,Y,Z
1902066682,LC20,884481648,PVM10k_pct,11711,13759,19644
1902066682,LC20,1005849475,,11716,13758,19538
1902066682,LC20,790668991,PDM16g_pct,11716,13758,19538
1902066682,LC20,1007256476,PDM36c_pct,10249,15354,19799
1902066682,LC20,790668991,PDM16g_pct,10249,15354,19799
1902066682,LC20,1227135350,PDL09i_pct,10233,15369,19878
1902066682,LC20,790668991,PDM16g_pct,10233,15369,19878
1902066682,LC20,790668991,PDM16g_pct,10259,15339,19752
1902066682,LC20,787563782,PVL21e_pct,10138,15352,19927
1902066682,LC20,1007256476,PDM36c_pct,10199,15280,19893
1902066682,LC20,787563782,PVL21e_pct,10199,15280,19893
1902066682,LC20,1222769755,PVL03a_pct,10199,15280,19893
1902066682,LC20,672598344,,10197,15335,19952
1902066682,LC20,1344858936,PDM26e_pct,11805,13723,19479
1902066682,LC20,672598344,,11805,13723,19479
1902066682,LC20,1345519875,,10746,14347,19313
1902066682,LC20,5813123049,,10746,14347,19313
1902066682,LC20,5813058236,,12201,13411,19524
1902066682,LC20,2186155295,LC20,12201,13411,19524
1902066682,LC20,1069282849,,9821,19057,33727
1902066682,LC20,2122026858,,9821,19057,33727
1902066682,LC20,2215808978,,9821,19057,33727
1902066682,LC20,1188004374,PVL13j_pct,10211,15390,19790
1902066682,LC20,1344858936,PDM26e_pct,11368,13928,19671
1687844304,LC20,5813027248,aMe17E,8933,17066,18447
1687844304,LC20,1447093754,AVL11n_a_pct,8933,17066,18447
1687844304,LC20,943425979,PDL12x_pct,8933,17066,18447
1687844304,LC20,914100101,PVL14e_c_pct,8933,17066,18447
1687844304,LC20,1037895459,,8933,17066,18447
1687844304,LC20,976515311,PVL14e_e_pct,8933,17066,18447
1687844304,LC20,914130079,ADL03b_pct,10921,16582,17854
1687844304,LC20,821003563,PDM08oa_pct,10921,16582,17854
1687844304,LC20,885132185,ADL01oa_pct,8574,14769,17539
1687844304,LC20,859144723,AVL06k_pct,8574,14769,17539
1687844304,LC20,885132185,ADL01oa_pct,8534,14863,17511
1687844304,LC20,883415496,PVL14e_c_pct,8534,14863,17511
1687844304,LC20,883415238,PVL01c_pct,11014,16376,17858
1687844304,LC20,852738675,AVL06olc_pct,11014,16376,17858
1687844304,LC20,670353384,PDL21n_a_pct,11014,16376,17858
1687844304,LC20,1229521890,AVM08m_pct,9176,16841,18143
1687844304,LC20,858117772,PVL11x_pct,9176,16841,18143
1687844304,LC20,674096140,PDL15g_pct,9176,16841,18143
1687844304,LC20,1978573010,olfactory multi lPN t-mALT,9176,16841,18143
1687844304,LC20,542679122,PDL26j_pct,9176,16841,18143
1687844304,LC20,5813076344,AVM08m_pct,9176,16841,18143
1687844304,LC20,1006859972,AVL12w_pct,9176,16841,18143
1687844304,LC20,541326096,AVL12g_pct,9176,16841,18143
1687844304,LC20,5812981058,PDL12k_pct,9367,16849,18151
1687844304,LC20,5813049920,PDL07d_pct,9367,16849,18151
1687844304,LC20,852738675,AVL06olc_pct,9367,16849,18151
1687844304,LC20,576843029,ADL12b_b_pct,9367,16849,18151
1687844304,LC20,821007911,PDL20g_pct,8002,15566,18595
1687844304,LC20,821003563,PDM08oa_pct,8002,15566,18595
1687844304,LC20,821003563,PDM08oa_pct,8038,15582,18553
1687844304,LC20,482633514,ADL16a_pct,9532,16702,17000
1687844304,LC20,821003563,PDM08oa_pct,9532,16702,17000
1687844304,LC20,821003563,PDM08oa_pct,10897,16590,17825
1687844304,LC20,729957687,PDL12k_pct,9626,17179,16593
1687844304,LC20,1037553548,PDL09od_pct,9626,17179,16593
1687844304,LC20,1161688286,PVL09z_pct,9228,16797,18210
1687844304,LC20,510623727,PDL13c_pct,9228,16797,18210
1687844304,LC20,674096140,PDL15g_pct,9228,16797,18210
1687844304,LC20,1286859512,,9228,16797,18210
1687844304,LC20,5813076344,AVM08m_pct,9228,16797,18210
1687844304,LC20,673068602,ADL29c_pct,9660,17147,16557
1687844304,LC20,1286859512,,9337,16798,18214
1687844304,LC20,5813049920,PDL07d_pct,9337,16798,18214
1687844304,LC20,545385576,PDM12u_pct,9923,17200,17364
1687844304,LC20,5812981058,PDL12k_pct,9923,17200,17364
1687844304,LC20,1287645091,AVM08k_pct,9923,17200,17364
1687844304,LC20,545385576,PDM12u_pct,7964,15554,18516
1687844304,LC20,357224041,PDL05oi_pct,9992,17183,17391
1687844304,LC20,1811012154,,8238,15919,18005
1687844304,LC20,1041343016,AVL12c_pct,9828,13867,18328
1687844304,LC20,1288172070,,9819,13789,18262
1687844304,LC20,1096963197,,9819,13789,18262
1315464724,LC20,944720631,AVL07r_pct,6721,17343,19464
1315464724,LC20,1354972766,AVL12v_pct,8328,16598,19403
1315464724,LC20,889497360,AVL06oh_pct,8328,16598,19403
1315464724,LC20,5813068500,AVL06ok_pct,6489,16888,19095
1315464724,LC20,883414342,PVL09i_pct,6489,16888,19095
