N_out_bodyId,N_out_name,num_LC_synapsing,num_synapses,avg_synapses
1103102334,PVL05v_pct,71,730,10.2816901408451
1166186949,PVL05v_pct,71,964,13.5774647887324
1405231475,PVL15n_pct,71,4326,60.9295774647887
1411737459,ADL28c_pct,71,782,11.0140845070423
1446100318,,71,599,8.43661971830986
1497973422,PVL05oc_pct,71,2702,38.056338028169
1565846637,,71,969,13.6478873239437
1601711357,PVL06e_pct,71,851,11.9859154929577
1628291400,AVL05or_pct,71,1392,19.6056338028169
1658963980,PVM01ot_pct,71,400,5.63380281690141
1753751888,AVL05or_pct,71,1350,19.0140845070423
2307027729,GF,71,2277,32.0704225352113
5813024015,PVL15e_pct,71,1847,26.0140845070423
5813034018,PVM01ot_pct,71,460,6.47887323943662
5813045806,PVM01ot_pct,71,693,9.76056338028169
5813070019,PVL05oc_pct,71,1856,26.1408450704225
1630678924,AVL05j_pct,70,492,7.02857142857143
1785502810,AVM08c_pct,70,468,6.68571428571429
5813023617,AVL05j_pct,70,580,8.28571428571429
5813054376,AVL10k_pct,70,416,5.94285714285714
1434949542,PVM01on_pct,69,635,9.20289855072464
1068885266,PVLP001,68,369,5.42647058823529
1070950293,PVLP001,68,229,3.36764705882353
1971008830,,68,384,5.64705882352941
5813054347,PVL15p_pct,68,434,6.38235294117647
5813057178,PVL15q_pct,67,435,6.49253731343284
792326206,ADL26i_pct,66,427,6.46969696969697
1691310419,AVL05og_pct,66,310,4.6969696969697
5813056435,,64,315,4.921875
1570565128,AVL05og_pct,63,292,4.63492063492064
5813061245,AVL05oe_pct,63,602,9.55555555555556
5813069523,PVM01ot_pct,62,526,8.48387096774194
5813023322,PVL15z_pct,61,232,3.80327868852459
1169178299,AVL24a_pct,60,210,3.5
1501111926,PVM01oq_pct,60,195,3.25
1014344148,AVL03or_pct,59,151,2.5593220338983
5812994205,AVL10f_pct,59,169,2.86440677966102
1466998977,PVM01op_pct,58,646,11.1379310344828
1632309827,AVL10d_pct,58,151,2.60344827586207
5901219755,,58,168,2.89655172413793
1785511781,AVM12q_pct,57,298,5.2280701754386
5813021112,PVL05oq_pct,55,207,3.76363636363636
5813027278,AVL24c_pct,55,174,3.16363636363636
1353371352,AVL05v_pct,54,248,4.59259259259259
1374063129,PVL07w_pct,54,163,3.01851851851852
1435791739,PVL07w_pct,54,123,2.27777777777778
1476868405,,54,128,2.37037037037037
1598296804,AVL05i_pct,54,159,2.94444444444444
1723325539,,52,123,2.36538461538462
1813529619,,52,131,2.51923076923077
1813840510,,52,139,2.67307692307692
5813027282,,52,127,2.44230769230769
1876565477,PVM01oq_pct,51,144,2.82352941176471
1383383062,AVL03oc_pct,50,269,5.38
1134146373,PVM01oq_pct,48,123,2.5625
1375845363,PDL09oa_pct,48,189,3.9375
1907531484,,48,85,1.77083333333333
5813039148,AVL01lo_pct,47,144,3.06382978723404
1318991216,PDL20a_pct,45,119,2.64444444444444
1281324958,PVL05q_pct,44,627,14.25
1405615693,PVM01ox_pct,43,89,2.06976744186047
1750721034,PVM01oq_pct,43,120,2.7906976744186
1469049500,PVM01ot_pct,42,296,7.04761904761905
1354394414,PVL05om_pct,41,118,2.8780487804878
1600666632,AVL05f_pct,41,86,2.09756097560976
1910328899,AVM12q_pct,41,192,4.68292682926829
1633337773,AVL10d_pct,40,83,2.075
5813054141,AVL03od_pct,40,142,3.55
1134819586,AVL01lb_pct,39,85,2.17948717948718
1009984360,PVL15g_pct,36,74,2.05555555555556
915528488,PDL12p_pct,35,81,2.31428571428571
5812987602,PVM01oq_pct,35,83,2.37142857142857
5813069246,,35,72,2.05714285714286
1633686836,AVM08olb_pct,34,89,2.61764705882353
1314820316,PVL03w_pct,32,65,2.03125
5813024035,AVL05k_pct,32,81,2.53125
5813090649,AVL01lb_pct,32,71,2.21875
855526852,,31,67,2.16129032258065
1347642883,PVM01ov_pct,31,83,2.67741935483871
1688663936,PVL16h_pct,31,54,1.74193548387097
1972032140,AVM08c_pct,31,68,2.19354838709677
1503733177,PDL09h_pct,30,56,1.86666666666667
1416796844,,29,47,1.62068965517241
1751761724,,29,35,1.20689655172414
1691405824,AVM12d_pct,28,57,2.03571428571429
1719643238,PDL09t_pct,28,96,3.42857142857143
1813256823,,28,38,1.35714285714286
1074143191,AVL02k_pct,27,69,2.55555555555556
1447103034,AVL10d_pct,27,37,1.37037037037037
1664097010,AVM12d_pct,27,55,2.03703703703704
2222414812,,27,41,1.51851851851852
1909642789,,26,42,1.61538461538462
889838921,AVL14n_pct,25,39,1.56
954023855,PVM08p_pct,25,34,1.36
5812998127,,25,51,2.04
1100404581,PVM01om_pct,24,50,2.08333333333333
1375224269,AVL04k_pct,24,54,2.25
1570249860,PVL05on_pct,24,59,2.45833333333333
5813027235,AVL03of_pct,24,67,2.79166666666667
1501790467,PVL16h_pct,22,40,1.81818181818182
1539193374,AVL03os_pct,22,32,1.45454545454545
1040004619,PVL15h_pct,21,36,1.71428571428571
1538562093,,21,28,1.33333333333333
1814841869,PVL05ow_pct,21,61,2.9047619047619
2095498288,AVL15i_pct,21,28,1.33333333333333
1320290839,PVL05v_pct,20,36,1.8
5812990638,PDL12od_pct,20,39,1.95
1443044897,PVL03of_pct,19,38,2
1540216055,PVL05a_b_pct,19,35,1.84210526315789
1691298247,AVL10f_pct,19,39,2.05263157894737
5813046075,AVL10f_pct,18,29,1.61111111111111
1594882312,PVM01ov_pct,17,37,2.17647058823529
5813027050,AVL05m_pct,17,27,1.58823529411765
1037972384,PVM01or_pct,16,25,1.5625
1565858686,PVM01ou_pct,16,26,1.625
1600666677,AVL05m_pct,16,21,1.3125
1630678915,AVL05m_pct,16,24,1.5
5813057404,PVM08m_pct,16,37,2.3125
1480222035,,15,20,1.33333333333333
1568561101,AVL05i_pct,15,31,2.06666666666667
1594795610,PVL07h_pct,15,32,2.13333333333333
2036510940,AVL01oh_pct,15,31,2.06666666666667
5812992706,PVL05ld_pct,15,26,1.73333333333333
947573616,ADL02od_pct,14,28,2
1535488185,AVL09oe_pct,14,24,1.71428571428571
1630342124,AVL05op_pct,14,20,1.42857142857143
1846874089,PVL05le_pct,14,26,1.85714285714286
1406911688,PDL09g_pct,13,17,1.30769230769231
1437902499,PVL03of_pct,13,18,1.38461538461538
1752090054,,13,18,1.38461538461538
1813473103,,13,14,1.07692307692308
1971039570,,13,16,1.23076923076923
5813065458,AVL05oz_pct,13,19,1.46153846153846
1508123633,AVL05oh_pct,12,15,1.25
1163808587,PVL05ld_pct,11,16,1.45454545454545
1197455268,,11,12,1.09090909090909
1312061760,PVL19h_pct,11,14,1.27272727272727
1443040649,PVL03of_pct,11,15,1.36363636363636
