N_out_bodyId,N_out_name,num_LC_synapsing,num_synapses,avg_synapses
543692985,ADL02t_pct,40,281,7.025
760306167,ADL09e_pct,40,813,20.325
581599674,ADL14m_c_pct,38,123,3.23684210526316
5813038167,AVL08d_pct,38,161,4.23684210526316
5813041360,PDL09y_b_pct,37,140,3.78378378378378
1192744779,PDL09y_b_pct,36,147,4.08333333333333
5813107946,PVL03t_pct,35,93,2.65714285714286
1189605993,PDL09y_a_pct,34,115,3.38235294117647
884122973,PVL03t_pct,33,98,2.96969696969697
797796343,ADL14k_pct,32,61,1.90625
5813070572,ADL14m_c_pct,32,78,2.4375
759960572,PVL09j_pct,29,55,1.89655172413793
1352664363,PDL09y_a_pct,29,59,2.03448275862069
665169278,PDL17n_pct,28,66,2.35714285714286
702760942,PDM09og_pct,26,49,1.88461538461538
1259895761,AVL08d_pct,23,45,1.95652173913043
733649312,,22,51,2.31818181818182
1007550646,PDL09oc_pct,22,45,2.04545454545455
296203392,PDM07y_pct,21,30,1.42857142857143
823063281,PDM28q_pct,21,44,2.0952380952381
575400910,ADL14k_pct,20,38,1.9
796431821,PVL09i_pct,20,32,1.6
5813061112,,20,35,1.75
358514340,PDL13e_pct,19,26,1.36842105263158
854093627,PDL09oe_pct,19,25,1.31578947368421
1344810847,PDL09v_pct,19,37,1.94736842105263
1375145932,PVL03t_pct,19,34,1.78947368421053
1251684081,PDL09v_pct,17,26,1.52941176470588
1289242975,PDL09r_pct,17,25,1.47058823529412
1319583458,PVL10t_b_pct,17,24,1.41176470588235
575073147,AVL06oc_pct,16,21,1.3125
296203434,PDM07y_pct,15,30,2
577123102,PDL13e_pct,15,24,1.6
426494132,,14,20,1.42857142857143
1038926500,PDM26a_pct,14,30,2.14285714285714
1472675999,PVL10y_a_pct,14,18,1.28571428571429
581599704,ADL14m_c_pct,13,18,1.38461538461538
605762571,ADL14k_pct,13,17,1.30769230769231
826740838,PVL09j_pct,13,21,1.61538461538462
827432118,PVL09j_pct,13,17,1.30769230769231
950928506,ADL12a_b_pct,13,20,1.53846153846154
1005857944,AVL04olb,13,19,1.46153846153846
544383511,ADL07d_pct,12,16,1.33333333333333
5812981242,PDL09oe_pct,12,14,1.16666666666667
296203325,PDM07y_c_pct,11,14,1.27272727272727
727889637,ADL07d_pct,11,21,1.90909090909091
732600113,ADL01oa_pct,11,16,1.45454545454545
736757369,,11,14,1.27272727272727
821003563,PDM08oa_pct,11,14,1.27272727272727
1193085654,,11,14,1.27272727272727
1321564092,ADL01ot_pct,11,16,1.45454545454545
768806088,ADL14m_c_pct,10,12,1.2
884446447,PDL09oe_pct,10,11,1.1
1226831477,PDL09r_pct,10,13,1.3
5813013498,PDL09q_pct,10,17,1.7
728926409,,9,12,1.33333333333333
295816140,PDL10n_pct,8,9,1.125
485037749,ADL14k_pct,8,11,1.375
1006146837,PVL02c_pct,8,8,1
1289574568,PVL10t_a_pct,8,10,1.25
1477434062,PDL09n_pct,8,8,1
612634432,ADL14m_d_pct,7,8,1.14285714285714
701201945,ADL02oe_pct,7,8,1.14285714285714
701923413,AVM18d_pct,7,12,1.71428571428571
912601209,,7,9,1.28571428571429
974027716,PVL10t_b_pct,7,11,1.57142857142857
486410031,ADL18a_pct,6,7,1.16666666666667
667184255,PDL16f_pct,6,11,1.83333333333333
733796382,PDL21m_pct,6,8,1.33333333333333
823395525,AVL07u_pct,6,8,1.33333333333333
826062651,AVL03p_pct,6,7,1.16666666666667
854106922,ADL03b_pct,6,8,1.33333333333333
1161399526,PVL04ov_pct,6,8,1.33333333333333
1354722783,AVL08d_pct,6,9,1.5
852724544,PVL01h_pct,5,5,1
889523223,PDL09e_pct,5,6,1.2
915179102,AVM14oi_pct,5,6,1.2
