N_out_bodyId,N_out_name,num_LC_synapsing,num_synapses,avg_synapses
1352335144,AVL10od_pct,60,451,7.51666666666667
1374809555,PVL03of_pct,60,680,11.3333333333333
1443040649,PVL03of_pct,60,475,7.91666666666667
1443044897,PVL03of_pct,60,567,9.45
1469049500,PVM01ot_pct,60,968,16.1333333333333
1474745046,PVL03of_pct,60,845,14.0833333333333
1504065586,PVL03of_pct,60,605,10.0833333333333
1505114656,PVL03of_pct,60,575,9.58333333333333
1565846637,,60,1351,22.5166666666667
1627950600,PVM01ot_pct,60,1169,19.4833333333333
5813023322,PVL15z_pct,60,714,11.9
5813034018,PVM01ot_pct,60,647,10.7833333333333
5813039148,AVL01lo_pct,60,3223,53.7166666666667
5813057178,PVL15q_pct,60,1156,19.2666666666667
5813069523,PVM01ot_pct,60,1088,18.1333333333333
1566514624,PVL05a_c_pct,59,337,5.71186440677966
5813037812,PVL15t_pct,58,370,6.37931034482759
1566178485,PVL05z_pct,57,214,3.75438596491228
1350924364,PVL03oe_pct,56,163,2.91071428571429
5813021112,PVL05oq_pct,56,321,5.73214285714286
5813063093,PVL10n_pct,56,160,2.85714285714286
1511235746,PVL05z_pct,55,219,3.98181818181818
5813047489,PVL07j_pct,55,156,2.83636363636364
5813027276,ADL26e_pct,52,235,4.51923076923077
1539189146,PVL05lb_pct,51,164,3.2156862745098
5813045806,PVM01ot_pct,51,182,3.56862745098039
1539879204,PVL05lb_pct,50,157,3.14
1628274418,PVM01z_pct,46,134,2.91304347826087
1658963980,PVM01ot_pct,45,157,3.48888888888889
1630281172,PVL05ot_pct,42,111,2.64285714285714
1597265225,PVM01z_pct,41,142,3.46341463414634
1539879164,AVL10c_pct,40,82,2.05
1599902570,PVL05a_a_pct,40,83,2.075
1375206889,,37,67,1.81081081081081
1570249860,PVL05on_pct,37,81,2.18918918918919
1658640107,,37,152,4.10810810810811
1386758950,PVL05os_pct,36,87,2.41666666666667
1811426935,,36,139,3.86111111111111
2067886800,AVL01oh_pct,35,66,1.88571428571429
915105429,AVL16d_pct,34,164,4.82352941176471
1385093648,,33,96,2.90909090909091
1660267880,PVL05ot_pct,33,67,2.03030303030303
5813123804,AVM09e_pct,33,76,2.3030303030303
1163120884,PVL05od_pct,32,116,3.625
1566506400,PVL05od_pct,32,108,3.375
1069667685,AVL10c_pct,31,65,2.09677419354839
1597264864,PVM01z_pct,31,64,2.06451612903226
5813054604,,31,70,2.25806451612903
1534119934,,30,67,2.23333333333333
1535186205,PVL05a_c_pct,30,103,3.43333333333333
1535198939,PVM01z_pct,30,47,1.56666666666667
1627643971,PVM01z_pct,30,57,1.9
5813067986,,30,60,2
1627618361,ADM06k_pct,29,91,3.13793103448276
1715895680,PVL05ob_pct,29,47,1.62068965517241
5813098282,,29,66,2.27586206896552
1471337627,PDL12v_c_pct,28,47,1.67857142857143
1534850246,PVM01la_pct,27,54,2
543692985,ADL02t_pct,26,51,1.96153846153846
1745570620,PVL05og_pct,26,45,1.73076923076923
1437902499,PVL03of_pct,25,61,2.44
1448794542,,25,34,1.36
1721369735,AVL01og_pct,25,39,1.56
976575766,ADM03e_pct,24,53,2.20833333333333
1013982515,ADL26b_pct,24,33,1.375
1751364895,,24,37,1.54166666666667
5813061112,,24,29,1.20833333333333
945532230,,23,53,2.30434782608696
1435791739,PVL07w_pct,23,33,1.43478260869565
1535791554,,23,30,1.30434782608696
1281324958,PVL05q_pct,22,106,4.81818181818182
1480525262,PVL07s_pct,22,34,1.54545454545455
1535139804,PVL05od_pct,22,36,1.63636363636364
5901215703,ADM03e_pct,22,45,2.04545454545455
1038636222,ADM03e_pct,21,47,2.23809523809524
1449486007,PVL07s_pct,21,25,1.19047619047619
1597208095,AVL13i_pct,21,38,1.80952380952381
1628624182,PVL05a_b_pct,21,35,1.66666666666667
5813054096,PDM26k_pct,20,26,1.3
1040004619,PVL15h_pct,19,40,2.10526315789474
1406911688,PDL09g_pct,19,32,1.68421052631579
1474817545,PVL05a_a_pct,19,26,1.36842105263158
5813061243,,19,36,1.89473684210526
5813068804,AVM08d_pct,19,30,1.57894736842105
1469663014,,17,22,1.29411764705882
1169178299,AVL24a_pct,16,25,1.5625
1633686836,AVM08olb_pct,16,30,1.875
1074143191,AVL02k_pct,15,26,1.73333333333333
1221457679,,15,21,1.4
1719953914,PVM08e_pct,15,29,1.93333333333333
5813033279,aMe14B,15,19,1.26666666666667
1417768398,AVL05od_pct,14,27,1.92857142857143
1752046561,PVL05on_pct,14,17,1.21428571428571
912601209,,13,16,1.23076923076923
915520244,PVM09n_pct,13,20,1.53846153846154
1006984280,PVM01oi_pct,13,29,2.23076923076923
1138528013,AVL02k_pct,13,25,1.92307692307692
1374063129,PVL07w_pct,13,19,1.46153846153846
1570565128,AVL05og_pct,13,23,1.76923076923077
889838921,AVL14n_pct,12,24,2
1539508448,,12,19,1.58333333333333
1596937330,,12,17,1.41666666666667
1603054747,AVL01on_pct,12,18,1.5
1720402764,,12,16,1.33333333333333
5812989989,,12,18,1.5
1411737459,ADL28c_pct,11,11,1
1504437450,AVL03e_pct,11,18,1.63636363636364
1664692368,,11,12,1.09090909090909
1751361048,AVL01og_pct,11,18,1.63636363636364
5813053863,AVL02old_pct,11,18,1.63636363636364
447228814,PDL11oa_pct,10,14,1.4
947923543,PDM11w_pct,10,12,1.2
1378251040,PVL17a_pct,10,12,1.2
1385740486,PVL05w_pct,10,10,1
1442699865,AVL05s_b_pct,10,11,1.1
1497973422,PVL05oc_pct,10,22,2.2
1751028010,,10,11,1.1
5813059915,,10,13,1.3
1068885266,PVLP001,9,12,1.33333333333333
1107146865,AVL02j_pct,9,15,1.66666666666667
1564157830,PVM01ov_pct,9,13,1.44444444444444
1598296804,AVL05i_pct,9,17,1.88888888888889
1659672646,,9,14,1.55555555555556
1691310419,AVL05og_pct,9,11,1.22222222222222
1749434934,,9,11,1.22222222222222
1842090544,LPC1,9,11,1.22222222222222
5813033596,PVL05d_pct,9,12,1.33333333333333
1476868405,,8,15,1.875
1535488185,AVL09oe_pct,8,12,1.5
1565858686,PVM01ou_pct,8,10,1.25
1658999076,,8,12,1.5
1812696401,PVM01os_pct,8,9,1.125
2000316877,,8,9,1.125
1071044860,ADM03ok_pct,7,8,1.14285714285714
1157202283,PVL03oe_pct,7,9,1.28571428571429
1162180404,AVL03b_e_pct,7,8,1.14285714285714
1167537600,AVL13ob_pct,7,12,1.71428571428571
1384712714,AVL05of_pct,7,9,1.28571428571429
1533481571,PVM01ov_pct,7,11,1.57142857142857
1540216055,PVL05a_b_pct,7,10,1.42857142857143
5812995899,ADM05og_pct,7,7,1
1354394414,PVL05om_pct,6,7,1.16666666666667
1414785595,PVM01os_pct,6,6,1
1420172582,,6,6,1
1504419182,PVL05i_pct,6,7,1.16666666666667
1508170799,AVL05oi_pct,6,7,1.16666666666667
1538156282,AVL05os_pct,6,10,1.66666666666667
1720071190,,6,6,1
5812980289,,6,6,1
