N_out_bodyId,N_out_name,num_LC_synapsing,num_synapses,avg_synapses
950880008,ADL26h_pct,71,961,13.5352112676056
1013982515,ADL26b_pct,71,672,9.46478873239437
1043143311,ADL02oa_pct,71,547,7.70422535211268
1128200628,PDL09z_pct,71,1055,14.8591549295775
1158903092,PDL09z_pct,71,1251,17.6197183098592
1167537600,AVL13ob_pct,71,361,5.08450704225352
1344469820,PDL09z_pct,71,1263,17.7887323943662
1344811248,PDL09z_pct,71,1427,20.0985915492958
1374063129,PVL07w_pct,71,792,11.1549295774648
1535471736,AVL11or_pct,71,1306,18.3943661971831
1566169639,AVL05ol_pct,71,406,5.71830985915493
1597213470,AVL11or_pct,71,1067,15.0281690140845
5813027276,ADL26e_pct,71,480,6.76056338028169
5813057579,PVL07oi_pct,71,940,13.2394366197183
1136752885,ADL26c_pct,70,561,8.01428571428571
1435791739,PVL07w_pct,70,564,8.05714285714286
1566519535,AVL05ol_pct,70,414,5.91428571428571
1503733177,PDL09h_pct,69,239,3.46376811594203
5813057178,PVL15q_pct,69,416,6.02898550724638
1535144316,AVL10t_pct,68,266,3.91176470588235
1565824423,AVL10r_pct,68,315,4.63235294117647
1627030775,ADM11a_pct,68,369,5.42647058823529
1474088775,AVL10t_pct,67,251,3.74626865671642
1414354109,AVL07d_pct,66,191,2.89393939393939
1598893423,,66,248,3.75757575757576
5812993302,,66,207,3.13636363636364
1566182902,AVL10r_pct,65,172,2.64615384615385
1535082316,PVL12a_pct,64,195,3.046875
1535086505,PVL12a_pct,63,246,3.9047619047619
1597877916,,63,237,3.76190476190476
1344810847,PDL09v_pct,62,180,2.90322580645161
1536486355,AVL07d_pct,62,154,2.48387096774194
1346896720,PDL09i_pct,60,174,2.9
1476777923,AVL02s_pct,60,150,2.5
884477487,PVL15v_pct,59,255,4.32203389830508
1478487190,AVL11t_pct,59,166,2.8135593220339
1541242980,AVL11t_pct,59,150,2.54237288135593
1385093648,,58,156,2.68965517241379
1420172582,,58,140,2.41379310344828
1227135350,PDL09i_pct,56,125,2.23214285714286
1511888459,AVL13od_pct,56,108,1.92857142857143
1597204590,AVL05ox_pct,56,147,2.625
1044011735,AVL05x_pct,54,150,2.77777777777778
1356061127,AVL08s_pct,54,98,1.81481481481481
1534798033,AVL05s_c_pct,54,117,2.16666666666667
1570896561,AVL18z_pct,54,101,1.87037037037037
1571246774,AVL19f_pct,51,117,2.29411764705882
1448452947,AVL19q_pct,50,98,1.96
1598232593,AVL18z_pct,50,133,2.66
1474757586,AVL05s_c_pct,49,90,1.83673469387755
1508128473,AVL11r_a_pct,49,80,1.63265306122449
1597208095,AVL13i_pct,49,99,2.02040816326531
2349505897,AVL02oh_pct,48,108,2.25
1511235746,PVL05z_pct,47,89,1.8936170212766
1005857944,AVL04olb,46,72,1.56521739130435
1228877958,PVL04q_pct,45,88,1.95555555555556
947923543,PDM11w_pct,44,81,1.84090909090909
1313849969,AVL01ol_pct,43,98,2.27906976744186
1353031856,AVL02oh_pct,43,86,2
1354394414,PVL05om_pct,43,88,2.04651162790698
1406911688,PDL09g_pct,43,71,1.65116279069767
1536157927,AVL10t_pct,43,77,1.7906976744186
5813053731,ADL03h_pct,43,107,2.48837209302326
1136407269,ADL26d_pct,42,83,1.97619047619048
1357097532,AVL08s_pct,42,90,2.14285714285714
1167546166,,41,84,2.04878048780488
1472672056,PVL10w_b_pct,41,89,2.17073170731707
1536447127,,41,103,2.51219512195122
1357438446,AVL08g_pct,40,66,1.65
1566519520,,40,53,1.325
1535139804,PVL05od_pct,39,85,2.17948717948718
1321305370,AVL10ola_pct,38,64,1.68421052631579
1569209515,AVL11r_a_pct,38,74,1.94736842105263
604709727,PDM09j_pct,37,101,2.72972972972973
1134482718,PDM13y_pct,37,58,1.56756756756757
1189601546,PDL09x_pct,37,87,2.35135135135135
1352335144,AVL10od_pct,36,51,1.41666666666667
1420522486,PVL07t_pct,36,63,1.75
1535813419,AVL05s_a_pct,36,55,1.52777777777778
1662947570,AVL18z_pct,36,67,1.86111111111111
5812983952,PVL04q_pct,36,81,2.25
5812992043,AVL05ok_pct,36,69,1.91666666666667
1375845363,PDL09oa_pct,35,60,1.71428571428571
1407947423,PVL10w_a_pct,35,85,2.42857142857143
1449165580,PVL03oh_pct,35,52,1.48571428571429
1479492693,AVL13t_pct,35,64,1.82857142857143
889531496,ADL14i_b_pct,34,59,1.73529411764706
1321564092,ADL01ot_pct,32,50,1.5625
1478142566,PVL05j_pct,32,45,1.40625
5813040285,PVL07r_pct,32,59,1.84375
1375206889,,31,43,1.38709677419355
1480525330,PVL03oh_pct,30,42,1.4
1447451704,PVL03oh_pct,28,36,1.28571428571429
1474084639,AVL13e_a_pct,28,47,1.67857142857143
1447448324,PVL03oh_pct,27,45,1.66666666666667
1536490336,AVL07oq_pct,27,41,1.51851851851852
1566178485,PVL05z_pct,27,42,1.55555555555556
1566506400,PVL05od_pct,27,64,2.37037037037037
1601227987,PVL07r_pct,27,38,1.40740740740741
1691686234,PVL07r_pct,27,51,1.88888888888889
5812983517,AVL10q_pct,27,40,1.48148148148148
1445773652,PVL03oh_pct,26,36,1.38461538461538
1472715683,PVL10w_c_pct,26,81,3.11538461538462
1566514624,PVL05a_c_pct,26,35,1.34615384615385
1014344148,AVL03or_pct,25,55,2.2
1535791554,,25,29,1.16
1473379892,PVL05h_pct,24,55,2.29166666666667
5813064410,AVL04ola,24,34,1.41666666666667
5813065148,AVL14p_pct,24,38,1.58333333333333
1409627117,PVL10w_b_pct,23,32,1.39130434782609
