Row,LC17,LPLC2,LC4,LC9,LPLC4,LC16,LC6,LC26,LC24,LC25,LC20,LC22,LPLC1,LC18,LC15,LC11,LC21,LC13,LC12
bodyId_1006146837,0,0,0,0,0,14,11,8,29,4,13,0,0,0,0,0,0,0,0
bodyId_1040004619,0,1,21,7,0,0,11,0,0,0,0,0,19,0,0,0,0,0,0
bodyId_1099981052,0,0,0,0,0,2,14,5,10,2,0,0,0,0,0,1,10,0,0
bodyId_1287645091,0,0,0,0,0,1,8,1,15,9,1,0,0,0,30,0,0,0,0
bodyId_1346560069,7,0,4,0,8,0,0,0,0,1,7,0,0,2,2,1,12,0,1
bodyId_1346900360,4,0,2,0,5,0,0,0,0,0,6,0,3,1,2,0,7,2,4
bodyId_1384712714,0,2,9,0,0,22,0,0,0,0,0,0,7,10,0,0,0,0,0
bodyId_1435791739,186,0,54,0,0,0,0,0,0,0,0,0,23,99,0,70,0,0,225
bodyId_1437902499,0,21,13,0,0,1,14,0,0,0,0,0,25,0,0,0,3,0,0
bodyId_1719643238,0,0,28,0,12,0,0,0,0,0,0,9,0,0,0,0,2,1,28
bodyId_1750721034,0,20,43,0,22,0,0,0,0,0,0,19,2,0,0,0,0,0,0
bodyId_5813023322,0,85,61,0,0,0,57,0,0,0,0,0,60,1,1,0,0,0,0
bodyId_5813061112,1,13,2,3,2,31,11,20,1,1,3,0,24,0,0,0,0,9,1
bodyId_5813064410,0,3,0,10,15,55,3,4,0,0,2,0,0,0,17,24,7,28,0
