Row,LC17,LPLC2,LC4,LC9,LPLC4,LC16,LC6,LC26,LC24,LC25,LC20,LC22,LPLC1,LC18,LC15,LC11,LC21,LC13,LC12
bodyId_0426494132,0,0,0,0,0,22,5,14,0,0,0,0,0,0,0,0,0,0,0
bodyId_0543692985,0,0,0,1,0,3,0,40,19,1,9,0,26,0,0,4,0,0,0
bodyId_0544383511,0,0,0,0,0,0,8,12,15,3,0,0,0,0,0,0,0,0,0
bodyId_0581599674,0,0,0,0,0,50,23,38,4,0,0,0,0,0,0,0,0,0,0
bodyId_0605762571,0,0,0,0,0,18,5,13,1,0,0,0,0,0,0,0,0,0,0
bodyId_0667184255,0,0,0,0,0,14,0,6,12,0,0,0,0,0,0,0,0,0,0
bodyId_0702760942,0,0,0,0,20,0,1,26,4,11,0,0,0,0,5,0,0,2,0
bodyId_0727889637,0,0,0,0,0,0,0,11,11,7,1,0,0,0,0,0,0,0,0
bodyId_0732600113,0,0,0,0,0,7,5,11,20,1,0,0,0,0,0,0,0,0,0
bodyId_0770585045,0,0,0,0,7,0,1,1,2,11,0,0,0,0,44,0,2,0,0
bodyId_0797424771,0,0,0,1,0,31,16,0,0,0,0,0,0,0,38,0,2,0,0
bodyId_0821003563,0,0,0,0,0,1,0,11,16,0,12,0,0,0,0,0,0,0,0
bodyId_0826062651,0,0,0,0,0,0,14,6,3,6,0,0,0,0,22,0,0,0,0
bodyId_0854093627,0,0,0,0,0,32,1,19,25,8,4,0,0,0,1,0,4,0,0
bodyId_0884446447,0,0,0,0,0,4,0,10,14,3,3,0,0,0,0,0,0,0,0
bodyId_0884477487,0,0,1,11,38,0,0,0,0,0,19,36,1,0,0,59,0,5,0
bodyId_0912601209,69,21,2,2,17,27,6,7,3,0,2,0,13,0,0,1,0,9,0
bodyId_0947573616,0,2,14,20,0,0,8,0,0,0,0,0,4,2,0,1,0,1,1
bodyId_0950928506,0,0,0,0,0,5,7,13,8,5,0,0,0,0,0,0,0,0,0
bodyId_0974788614,0,0,0,0,4,10,0,0,0,0,0,16,3,0,0,0,0,0,0
bodyId_1005149651,0,0,2,0,8,1,0,0,24,0,14,0,0,0,0,0,0,13,0
bodyId_1005857944,0,2,0,5,2,48,6,13,2,3,3,0,4,0,10,46,3,41,0
bodyId_1009984360,0,0,36,2,21,0,11,0,0,0,2,9,1,0,0,0,0,3,0
bodyId_1038938989,0,0,0,0,0,9,3,3,4,4,0,0,0,0,37,0,10,0,0
bodyId_1043066007,0,0,0,4,0,44,15,0,1,0,0,0,0,0,0,0,0,0,0
bodyId_1068885266,183,85,68,64,0,3,50,0,0,3,0,0,9,4,55,2,8,0,0
bodyId_1069632261,0,0,0,0,0,0,0,5,4,15,1,0,0,0,0,0,0,0,0
bodyId_1070950293,136,84,68,56,1,0,49,0,0,1,0,0,4,4,58,2,16,0,0
bodyId_1072059176,0,14,6,16,0,0,24,0,0,0,0,0,1,0,0,0,0,0,0
bodyId_1130714433,0,0,0,0,12,0,0,0,1,2,2,6,3,0,37,0,42,4,0
bodyId_1161399526,0,0,0,0,10,0,0,6,1,8,0,0,0,0,40,0,6,3,0
bodyId_1167546166,0,3,0,0,0,1,0,0,0,0,0,0,1,0,37,41,40,0,0
bodyId_1221457679,0,1,2,0,23,0,0,0,0,0,24,2,15,0,0,0,72,4,0
bodyId_1227135350,0,0,0,0,0,0,0,0,0,2,4,0,3,0,55,56,66,0,0
bodyId_1259895761,0,0,0,0,0,25,0,23,0,1,0,0,0,0,0,18,0,0,0
bodyId_1312061760,57,3,11,0,0,0,47,1,0,6,0,0,3,0,32,0,0,0,0
bodyId_1318304936,0,0,0,0,11,0,0,0,0,0,0,12,3,0,0,4,0,0,0
bodyId_1321564092,6,0,0,0,0,9,6,11,2,1,1,0,3,29,13,32,4,0,1
bodyId_1346896720,1,0,2,0,1,0,0,0,0,1,2,0,3,11,15,60,73,0,108
bodyId_1347642883,0,0,31,0,34,0,0,0,0,0,0,27,5,0,0,0,0,0,0
bodyId_1374063129,186,45,54,11,0,0,0,0,0,0,0,0,13,97,0,71,0,0,225
bodyId_1378251040,1,8,3,1,2,1,1,0,0,0,0,0,10,1,0,13,0,0,0
bodyId_1385093648,0,11,0,50,0,0,0,0,0,0,0,0,33,0,1,58,0,0,0
bodyId_1406911688,1,59,13,3,0,0,0,0,0,0,8,0,19,0,0,43,2,0,3
bodyId_1420172582,91,0,0,0,0,0,0,0,0,0,0,0,6,3,0,58,0,0,75
bodyId_1445773652,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,15
bodyId_1471337627,0,0,0,0,0,0,0,0,0,1,0,0,28,0,15,4,9,4,0
bodyId_1474084639,0,1,0,0,0,0,0,0,0,0,0,0,4,0,8,28,33,0,0
bodyId_1474424990,80,40,1,0,0,0,0,0,0,0,0,0,0,0,6,2,19,0,1
bodyId_1476777923,0,11,0,0,0,0,0,0,0,0,0,0,0,3,39,60,49,0,0
bodyId_1476868405,0,37,54,1,0,0,0,0,0,0,0,1,8,30,0,0,0,0,0
