N_out_bodyId,N_out_name,num_LC_synapsing,num_synapses,avg_synapses
884477487,PVL15v_pct,36,491,13.6388888888889
1100404634,PVM01olc_pct,36,546,15.1666666666667
5813054096,PDM26k_pct,36,330,9.16666666666667
915528488,PDL12p_pct,35,271,7.74285714285714
5813070594,PDM11s_pct,35,329,9.4
1533782991,PVL08v_pct,34,153,4.5
1657262624,PVL08v_pct,34,196,5.76470588235294
737218700,ADM01y_b_pct,32,107,3.34375
1625252129,PVM01ou_pct,31,68,2.19354838709677
644455046,ADM01y_b_pct,30,97,3.23333333333333
1597287219,,30,368,12.2666666666667
1594882312,PVM01ov_pct,29,103,3.55172413793103
1749374615,PVL08v_pct,29,212,7.31034482758621
5813016762,ADL19q_pct,29,275,9.48275862068965
5813123748,ADM03j_pct,28,214,7.64285714285714
706183770,ADM01y_b_pct,27,68,2.51851851851852
1005953129,AVL05ob_pct,27,210,7.77777777777778
1189727041,ADL19q_pct,27,225,8.33333333333333
1347642883,PVM01ov_pct,27,82,3.03703703703704
915549815,AVL01d_pct,26,106,4.07692307692308
1374900967,PVL20i_pct,26,62,2.38461538461538
1474446666,PVL11d_pct,26,118,4.53846153846154
1565846637,,26,183,7.03846153846154
5812989815,,26,142,5.46153846153846
1222195226,AVL01lz_pct,25,144,5.76
1750419433,ADL19q_pct,25,238,9.52
1099458986,,23,58,2.52173913043478
1564874708,PVM01ou_pct,22,114,5.18181818181818
1628135911,ADM01y_c_pct,22,42,1.90909090909091
1070379357,PVM03ob_pct,21,74,3.52380952380952
1468630778,PVL11d_pct,21,79,3.76190476190476
5813054141,AVL03od_pct,21,144,6.85714285714286
1190417843,PVL20h_pct,20,105,5.25
1466998977,PVM01op_pct,20,87,4.35
976221301,PVM01ow_pct,19,43,2.26315789473684
1348653495,,19,75,3.94736842105263
1721862006,,19,38,2
1750721034,PVM01oq_pct,19,44,2.31578947368421
5813037804,PVL15u_pct,19,53,2.78947368421053
1140249804,ADM03oc_pct,18,149,8.27777777777778
1251032454,PVL11d_pct,18,56,3.11111111111111
1251373426,PDL20b_pct,18,37,2.05555555555556
1316945065,PDL20b_pct,18,33,1.83333333333333
1374554946,PVM08k_pct,18,35,1.94444444444444
1533481571,PVM01ov_pct,18,35,1.94444444444444
1625550248,,18,38,2.11111111111111
5813053957,PVM03or_pct,18,37,2.05555555555556
