N_out_bodyId,N_out_name,num_LC_synapsing,num_synapses,avg_synapses
1068885266,PVLP001,85,746,8.77647058823529
1385429936,AVL13c_pct,85,2849,33.5176470588235
1446061566,PVL03og_pct,85,639,7.51764705882353
1535100405,PVL03og_pct,85,802,9.43529411764706
2307027729,GF,85,1462,17.2
5813017315,PVL03oi_pct,85,531,6.24705882352941
5813021112,PVL05oq_pct,85,1366,16.0705882352941
5813023322,PVL15z_pct,85,753,8.85882352941177
5813039148,AVL01lo_pct,85,5859,68.9294117647059
1070950293,PVLP001,84,606,7.21428571428571
1405231475,PVL15n_pct,84,780,9.28571428571429
1414694799,PVL03og_pct,84,595,7.08333333333333
5813047489,PVL07j_pct,84,649,7.72619047619048
792326206,ADL26i_pct,82,474,5.78048780487805
1437224617,PVL03og_pct,81,398,4.91358024691358
1540241926,PVL05oz_pct,81,303,3.74074074074074
5813045806,PVM01ot_pct,81,366,4.51851851851852
5813077633,PVL03oi_pct,81,355,4.38271604938272
1476824820,PVL03og_pct,80,340,4.25
1381997776,AVL13b_pct,78,521,6.67948717948718
1352684733,AVL10olb_pct,77,411,5.33766233766234
1601711357,PVL06e_pct,77,660,8.57142857142857
5813034018,PVM01ot_pct,76,455,5.98684210526316
5813056435,,76,478,6.28947368421053
1382308349,AVL13b_pct,75,488,6.50666666666667
915105429,AVL16d_pct,74,351,4.74324324324324
1103102334,PVL05v_pct,74,262,3.54054054054054
1260949492,AVL14i_pct,74,202,2.72972972972973
5813057178,PVL15q_pct,73,267,3.65753424657534
1354394414,PVL05om_pct,69,152,2.20289855072464
1352335144,AVL10od_pct,67,133,1.98507462686567
1228265278,PVM08r_pct,65,282,4.33846153846154
1417768398,AVL05od_pct,63,200,3.17460317460317
1226887763,PVL15k_pct,61,172,2.81967213114754
855526852,,59,139,2.35593220338983
1406911688,PDL09g_pct,59,145,2.45762711864407
5813054347,PVL15p_pct,59,139,2.35593220338983
954023855,PVM08p_pct,58,213,3.67241379310345
1040013335,PDL18od_pct,57,137,2.40350877192982
5812980291,PVL05ola_pct,55,120,2.18181818181818
1572240664,PVL05oj_pct,53,103,1.94339622641509
