LC_bodyId,LC_type,output_bodyId,output_type,X,Y,Z
1933433614,LC13,419907780,PVL20d_pct,10860,13750,23228
2090681039,LC13,574736017,PVL11ob_pct,12676,13511,21534
5813102910,LC13,574736017,PVL11ob_pct,12505,13216,21358
1285068138,LC13,575073147,AVL06oc_pct,12413,13628,21288
1407610974,LC13,575073147,AVL06oc_pct,12064,13700,20652
1469331067,LC13,575073147,AVL06oc_pct,12179,13699,21122
1500020535,LC13,667538952,PDL12k_pct,10428,13581,22309
1500373828,LC13,667538952,PDL12k_pct,12036,12808,21859
1407269278,LC13,670547617,ADL19r_pct,13108,13646,19979
5813014491,LC13,675835107,ADM01or_pct,10966,15786,22314
1407269278,LC13,675835107,ADM01or_pct,11296,16128,22431
1407269278,LC13,675835107,ADM01or_pct,11337,16178,22455
1407269350,LC13,675835107,ADM01or_pct,11067,16730,22938
1406928592,LC13,675835107,ADM01or_pct,10970,16552,22823
1406928592,LC13,675835107,ADM01or_pct,10874,15929,22317
5901202018,LC13,675835107,ADM01or_pct,11222,15992,22442
5901202018,LC13,675835107,ADM01or_pct,11109,15924,22366
5901202018,LC13,675835107,ADM01or_pct,11217,16100,22383
1438304604,LC13,675835107,ADM01or_pct,11068,16797,22930
1438304604,LC13,675835107,ADM01or_pct,11124,16895,22970
1407610974,LC13,675835107,ADM01or_pct,11294,16080,22417
1437959040,LC13,675835107,ADM01or_pct,10832,15883,22239
1437959040,LC13,675835107,ADM01or_pct,10895,15919,22307
1438304347,LC13,675835107,ADM01or_pct,10862,15836,22203
1440571897,LC13,675835107,ADM01or_pct,11070,16758,22900
1438304554,LC13,675835107,ADM01or_pct,12626,13795,21425
1438304554,LC13,675835107,ADM01or_pct,12632,13724,21567
1438304554,LC13,675835107,ADM01or_pct,12651,13730,21414
1438304646,LC13,675835107,ADM01or_pct,11261,16201,22328
1438304646,LC13,675835107,ADM01or_pct,11233,16140,22366
1438304464,LC13,675835107,ADM01or_pct,10754,15822,22314
1468998393,LC13,675835107,ADM01or_pct,10981,16683,22891
2121685030,LC13,675835107,ADM01or_pct,10992,16818,22953
1533088563,LC13,675835107,ADM01or_pct,10998,16656,22916
1500361710,LC13,675835107,ADM01or_pct,10902,16002,22342
1560311044,LC13,675835107,ADM01or_pct,10991,15920,22360
1438300188,LC13,702760942,PDM09og_pct,12378,13814,20775
1438300188,LC13,702760942,PDM09og_pct,12513,13805,20561
1469331067,LC13,702760942,PDM09og_pct,12401,13857,20773
1469331067,LC13,702760942,PDM09og_pct,12432,13862,20706
1531676892,LC13,708545526,PDM27s_pct,11178,15351,23398
1531676892,LC13,708545526,PDM27s_pct,11414,13643,22676
1379541865,LC13,708545526,PDM27s_pct,11907,13776,22395
