LC_bodyId,LC_type,output_bodyId,output_type,X,Y,Z
1876894387,LC4,644455046,ADM01y_b_pct,13958,18879,27735
5813069377,LC4,644455046,ADM01y_b_pct,14077,18592,27504
5813069377,LC4,644455046,ADM01y_b_pct,14182,18688,27510
5813069377,LC4,644455046,ADM01y_b_pct,14082,18630,27489
5813069377,LC4,644455046,ADM01y_b_pct,14092,18665,27519
5813075607,LC4,675835107,ADM01or_pct,12415,18151,27139
1405780725,LC4,675835107,ADM01or_pct,14766,18236,26064
1405780725,LC4,675835107,ADM01or_pct,14708,18193,26049
1625080038,LC4,675835107,ADM01or_pct,13028,18088,26902
1627117134,LC4,675835107,ADM01or_pct,12666,18243,27031
1688505620,LC4,675835107,ADM01or_pct,14426,18719,26771
1907584319,LC4,790025201,PVM01or_pct,14195,18822,27375
5813075607,LC4,792326206,ADL26i_pct,12586,20439,29500
5813075607,LC4,792326206,ADL26i_pct,12743,20449,29558
5813075607,LC4,792326206,ADL26i_pct,14275,19204,26880
1158864995,LC4,792326206,ADL26i_pct,13357,20601,29342
1158864995,LC4,792326206,ADL26i_pct,13366,20618,29302
1158864995,LC4,792326206,ADL26i_pct,15231,20531,27523
1158864995,LC4,792326206,ADL26i_pct,14322,19771,27372
1158864995,LC4,792326206,ADL26i_pct,14442,19980,27255
1158864995,LC4,792326206,ADL26i_pct,13891,19510,27418
1189559257,LC4,792326206,ADL26i_pct,14258,20745,27410
1189559257,LC4,792326206,ADL26i_pct,14918,20496,27665
1189559257,LC4,792326206,ADL26i_pct,14277,20708,27405
1189559257,LC4,792326206,ADL26i_pct,14864,20473,27576
1251287671,LC4,792326206,ADL26i_pct,13646,20835,29267
1251287671,LC4,792326206,ADL26i_pct,13635,20324,28854
1251287671,LC4,792326206,ADL26i_pct,14170,21204,29291
1249932198,LC4,792326206,ADL26i_pct,14796,21319,28923
1281303666,LC4,792326206,ADL26i_pct,15506,21374,28040
5813061197,LC4,792326206,ADL26i_pct,15269,21246,27547
5813061197,LC4,792326206,ADL26i_pct,14293,20943,27420
5813061197,LC4,792326206,ADL26i_pct,14357,21017,27417
1405780725,LC4,792326206,ADL26i_pct,12257,20248,29038
1405780725,LC4,792326206,ADL26i_pct,13712,19997,27531
1405780725,LC4,792326206,ADL26i_pct,15486,20469,27531
1405780725,LC4,792326206,ADL26i_pct,13653,19970,27549
1405780725,LC4,792326206,ADL26i_pct,14167,20754,29136
1405780725,LC4,792326206,ADL26i_pct,12399,20114,28942
5901215446,LC4,792326206,ADL26i_pct,15664,20629,27387
5901215446,LC4,792326206,ADL26i_pct,14206,20778,29095
5901215446,LC4,792326206,ADL26i_pct,15745,20562,27314
5901215446,LC4,792326206,ADL26i_pct,14292,20846,29127
1438524573,LC4,792326206,ADL26i_pct,13758,20147,28555
1438524573,LC4,792326206,ADL26i_pct,13611,20308,28843
1438524573,LC4,792326206,ADL26i_pct,13815,20291,28627
1438524573,LC4,792326206,ADL26i_pct,14555,19951,27135
1438524573,LC4,792326206,ADL26i_pct,11297,19436,28947
1466861327,LC4,792326206,ADL26i_pct,15046,21312,28403
1466861327,LC4,792326206,ADL26i_pct,14631,21545,28630
1466861327,LC4,792326206,ADL26i_pct,15005,21382,28489
1471601440,LC4,792326206,ADL26i_pct,15616,20944,27565
1471601440,LC4,792326206,ADL26i_pct,13875,20603,29416
1471601440,LC4,792326206,ADL26i_pct,12393,20235,29025
1471601440,LC4,792326206,ADL26i_pct,13069,19825,28741
1503999967,LC4,792326206,ADL26i_pct,14195,22179,30396
1749258134,LC4,792326206,ADL26i_pct,12680,20355,29177
1749258134,LC4,792326206,ADL26i_pct,14533,19319,26667
1562673627,LC4,792326206,ADL26i_pct,14299,20922,29292
1590979045,LC4,792326206,ADL26i_pct,14240,20947,27344
1590979045,LC4,792326206,ADL26i_pct,14345,20875,27364
1876902545,LC4,792326206,ADL26i_pct,14521,19930,27156
1876902545,LC4,792326206,ADL26i_pct,11442,20339,29273
1876902545,LC4,792326206,ADL26i_pct,14623,20107,27240
1625080038,LC4,792326206,ADL26i_pct,13675,20896,29149
1625080038,LC4,792326206,ADL26i_pct,14357,20869,29237
1625080038,LC4,792326206,ADL26i_pct,13639,21110,29225
1625080038,LC4,792326206,ADL26i_pct,11569,20442,29317
1625080038,LC4,792326206,ADL26i_pct,14090,19269,28020
1625080038,LC4,792326206,ADL26i_pct,14087,19169,27905
1627117134,LC4,792326206,ADL26i_pct,13199,19957,29008
1627117134,LC4,792326206,ADL26i_pct,14736,20359,28536
1627117134,LC4,792326206,ADL26i_pct,12254,19261,28996
1627117134,LC4,792326206,ADL26i_pct,14707,20501,28617
1627117134,LC4,792326206,ADL26i_pct,14752,20320,28535
1627117134,LC4,792326206,ADL26i_pct,14841,20317,27612
5813055129,LC4,792326206,ADL26i_pct,13991,20630,29361
5813055129,LC4,792326206,ADL26i_pct,15025,20414,27006
5813055129,LC4,792326206,ADL26i_pct,12434,20252,29372
5813055129,LC4,792326206,ADL26i_pct,12367,20132,29304
5813055129,LC4,792326206,ADL26i_pct,11606,19286,28982
1715459859,LC4,792326206,ADL26i_pct,14237,21566,28654
1907587934,LC4,792326206,ADL26i_pct,13046,20001,29048
1907587934,LC4,792326206,ADL26i_pct,14639,20450,28590
1907587934,LC4,792326206,ADL26i_pct,15290,20509,27454
1907587934,LC4,792326206,ADL26i_pct,13561,20814,29326
1907587934,LC4,792326206,ADL26i_pct,13011,19988,29057
1688505620,LC4,792326206,ADL26i_pct,13779,19605,27925
1688505620,LC4,792326206,ADL26i_pct,13688,19528,27972
5813069053,LC4,792326206,ADL26i_pct,15730,20562,27275
1810956698,LC4,792326206,ADL26i_pct,14525,20125,28441
1810956698,LC4,792326206,ADL26i_pct,14391,21663,27744
1810956698,LC4,792326206,ADL26i_pct,14476,21657,27745
1810956698,LC4,792326206,ADL26i_pct,14387,20011,28536
1810956698,LC4,792326206,ADL26i_pct,14490,20087,28343
1878271377,LC4,792326206,ADL26i_pct,14479,19807,27264
1878271377,LC4,792326206,ADL26i_pct,13623,19203,27454
1878271377,LC4,792326206,ADL26i_pct,14501,20163,28447
1878271377,LC4,792326206,ADL26i_pct,14467,19866,27359
1878271377,LC4,792326206,ADL26i_pct,15529,20900,27468
1878271377,LC4,792326206,ADL26i_pct,13538,20946,29226
1878271377,LC4,792326206,ADL26i_pct,13537,20966,29217
1878271377,LC4,792326206,ADL26i_pct,12657,20339,29182
1745821751,LC4,792326206,ADL26i_pct,14877,21551,28585
1745821751,LC4,792326206,ADL26i_pct,13851,20161,27452
1781268241,LC4,792326206,ADL26i_pct,13788,20303,28766
1781268241,LC4,792326206,ADL26i_pct,13769,20237,28749
1781268241,LC4,792326206,ADL26i_pct,13748,20000,27538
1781268241,LC4,792326206,ADL26i_pct,13663,20193,28759
1809264255,LC4,792326206,ADL26i_pct,14745,21722,28854
1782668028,LC4,792326206,ADL26i_pct,13705,20818,29238
1782668028,LC4,792326206,ADL26i_pct,13772,19777,27849
1782668028,LC4,792326206,ADL26i_pct,14916,20513,27176
1782668028,LC4,792326206,ADL26i_pct,14268,21752,29966
1815070402,LC4,792326206,ADL26i_pct,10745,18903,28346
1815070402,LC4,792326206,ADL26i_pct,13635,20515,29102
1815070402,LC4,792326206,ADL26i_pct,13331,20557,29048
1815070402,LC4,792326206,ADL26i_pct,13367,20562,29084
1815070402,LC4,792326206,ADL26i_pct,15337,20378,26543
1815070402,LC4,792326206,ADL26i_pct,15513,21231,28158
1815070402,LC4,792326206,ADL26i_pct,15438,21160,28068
1815070402,LC4,792326206,ADL26i_pct,14977,19317,26925
1815070402,LC4,792326206,ADL26i_pct,13635,20602,29117
1815070402,LC4,792326206,ADL26i_pct,14221,21580,30030
1815070402,LC4,792326206,ADL26i_pct,10822,18897,28281
1815070402,LC4,792326206,ADL26i_pct,14997,19300,26956
1839288696,LC4,792326206,ADL26i_pct,14315,21793,28689
1839288696,LC4,792326206,ADL26i_pct,14312,21592,28659
1907924777,LC4,792326206,ADL26i_pct,14889,19541,26835
1907924777,LC4,792326206,ADL26i_pct,13823,18983,27204
1838257401,LC4,792326206,ADL26i_pct,14962,21393,28535
1838257401,LC4,792326206,ADL26i_pct,14662,21563,28632
1874035952,LC4,792326206,ADL26i_pct,13039,21075,29351
1874035952,LC4,792326206,ADL26i_pct,13070,20907,29391
