LC_bodyId,LC_type,output_bodyId,output_type,X,Y,Z
1283034573,LC20,200326126,PDL20h_pct,12222,13049,19299
1253398506,LC20,295461570,PDL23g_pct,6992,15606,17643
1253398506,LC20,295461570,PDL23g_pct,7008,15614,17741
1253398506,LC20,327158831,ADL07s_pct,6992,15606,17643
1253398506,LC20,327158831,ADL07s_pct,7008,15614,17741
1968877434,LC20,329897255,AVL18i_pct,12271,15454,21309
1687844304,LC20,357224041,PDL05oi_pct,9992,17183,17391
2215809310,LC20,357224041,PDL05oi_pct,8845,14758,17964
2215809310,LC20,357224041,PDL05oi_pct,8865,14768,17915
1222022960,LC20,357515217,PDL20f_pct,6974,15153,17686
1222368547,LC20,357863646,PDL20e_pct,7146,15467,17492
1254793503,LC20,386829647,,6921,15867,18275
1222368547,LC20,387943673,,6880,15957,18917
1222368547,LC20,387943673,,7146,15467,17492
1222368547,LC20,387943673,,7088,15940,18925
1970598769,LC20,387943673,,7567,15792,18118
1284779082,LC20,387943673,,7220,15964,18918
1315464724,LC20,389200241,AVL12y_pct,6544,16980,19137
1222368547,LC20,389536926,PDL20y_pct,7152,16143,18433
1316158839,LC20,389541075,AVL06u_pct,6264,16305,19324
1378570483,LC20,389541075,AVL06u_pct,6841,16491,19653
1315819028,LC20,389541075,AVL06u_pct,6848,17186,20332
1315819028,LC20,389541075,AVL06u_pct,6872,17140,20279
1808936407,LC20,389545760,ADL24c_pct,11536,14812,19359
2404077917,LC20,389545760,ADL24c_pct,9347,16287,19714
1440972629,LC20,389545760,ADL24c_pct,10920,15843,20676
1315819028,LC20,390910102,AVL12y_pct,6753,17232,19664
1722954501,LC20,392636270,PDL10c_pct,8782,16153,17735
2181730644,LC20,392636270,PDL10c_pct,9493,16710,20305
1938175243,LC20,392636270,PDL10c_pct,9570,16760,20273
1283034573,LC20,417221397,PDL11e_pct,12387,12934,19252
1469999513,LC20,417221397,PDL11e_pct,11058,14278,20319
1846113980,LC20,419907780,PVL20d_pct,9602,15551,21323
1283034573,LC20,447872055,,11562,14937,20652
1283034573,LC20,447872055,,11469,14036,20077
1283034573,LC20,447872055,,13488,12737,19488
1283034573,LC20,447872055,,11378,15302,20747
1597494148,LC20,447872055,,12864,13162,19002
1597494148,LC20,447872055,,11318,13570,20300
1597494148,LC20,447872055,,12994,13077,19005
1597494148,LC20,447872055,,13039,13058,18987
1438550573,LC20,447872055,,10939,14982,20888
1438550573,LC20,447872055,,10901,14398,20542
1438550573,LC20,447872055,,11151,13636,19897
1438550573,LC20,447872055,,12034,12627,20122
1438550573,LC20,447872055,,10971,14385,20505
1438550573,LC20,447872055,,11322,13791,20092
1438550573,LC20,447872055,,12168,12571,20121
1503677795,LC20,447872055,,10965,13866,20138
1503677795,LC20,447872055,,10938,13795,20209
1503677795,LC20,447872055,,6990,17113,21113
2186155295,LC20,447872055,,11471,14854,20592
2186155295,LC20,447872055,,13033,13231,19077
2186155295,LC20,447872055,,12993,13222,19103
2186155295,LC20,447872055,,9787,15957,20485
2186155295,LC20,447872055,,9808,15930,20394
1344509330,LC20,447872055,,11074,14562,20320
1344509330,LC20,447872055,,11343,13065,19793
1344509330,LC20,447872055,,11284,12935,19916
1344509330,LC20,447872055,,10875,13745,19275
1344509330,LC20,447872055,,11361,12987,19815
5901199267,LC20,447872055,,11416,13510,20171
5901199267,LC20,447872055,,11144,13983,20182
5901199267,LC20,447872055,,8583,16688,20668
5901199267,LC20,447872055,,11037,13909,20141
5901199267,LC20,447872055,,11710,13051,19367
5901199267,LC20,447872055,,11004,13806,20057
1966174797,LC20,447872055,,11238,13804,20313
5901207252,LC20,447872055,,11116,13779,20002
2185822630,LC20,447872055,,11300,14017,20189
2185822630,LC20,447872055,,9349,16466,20554
2185822630,LC20,447872055,,9617,16184,20486
2185822630,LC20,447872055,,11301,13972,20186
1846113980,LC20,447872055,,10739,14932,20877
1846113980,LC20,447872055,,10785,14802,20863
1407252557,LC20,447872055,,11422,15049,20485
1407252557,LC20,447872055,,11429,13918,19945
1873734612,LC20,447872055,,11430,14710,20050
1873734612,LC20,447872055,,11457,14643,20156
1469999513,LC20,447872055,,11471,13718,20112
1469999513,LC20,447872055,,10988,14534,20382
1469999513,LC20,447872055,,11854,16241,21555
1469999513,LC20,447872055,,8604,16662,20707
1469999513,LC20,447872055,,8642,16678,20694
2002976113,LC20,447872055,,6891,17262,21138
2002976113,LC20,447872055,,8580,16682,20709
1690935369,LC20,447872055,,10948,14105,20454
1782996020,LC20,447872055,,10730,14972,20867
1968872215,LC20,447872055,,9333,16078,20465
1968872215,LC20,447872055,,10512,15373,20746
